COD_MUN,media_tempo
2304400,35.1756429591553
2611606,34.7267284832591
2927408,44.1521028004295
3106200,39.419308966453
3304557,46.325637017531
3550308,50.8554446897016
4106902,33.9310283425452
4314902,33.6394382806998
5300108,38.997557885261
